timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], power.draw [W]
2026/08/27 16:05:19.783, 1, 0 %, 0 %, 35322 MiB, 56.09 W
2026/08/27 16:05:19.783, 2, 0 %, 0 %, 35320 MiB, 37.15 W
2026/08/27 16:05:24.784, 0, 0 %, 0 %, 35329 MiB, 36.72 W
2026/08/27 16:05:24.784, 1, 0 %, 0 %, 35322 MiB, 40.25 W
2026/08/27 16:05:24.784, 2, 0 %, 0 %, 35320 MiB, 38.34 W
2026/08/27 16:05:29.785, 0, 16 %, 0 %, 35329 MiB, 42.04 W
2026/08/27 16:05:29.785, 1, 8 %, 0 %, 35322 MiB, 36.38 W
2026/08/27 16:05:29.785, 2, 0 %, 0 %, 35320 MiB, 37.17 W
2026/08/27 16:05:34.785, 0, 0 %, 0 %, 35335 MiB, 37.99 W
2026/08/27 16:05:34.785, 1, 8 %, 5 %, 35322 MiB, 37.27 W
2026/08/27 16:05:34.785, 2, 9 %, 5 %, 35320 MiB, 41.63 W
2026/08/27 16:05:39.786, 0, 2 %, 1 %, 35335 MiB, 37.10 W
2026/08/27 16:05:39.786, 1, 17 %, 4 %, 35322 MiB, 36.28 W
2026/08/27 16:05:39.786, 2, 0 %, 0 %, 35320 MiB, 45.77 W
2026/08/27 16:05:44.787, 0, 15 %, 5 %, 35335 MiB, 37.00 W
2026/08/27 16:05:44.787, 1, 12 %, 0 %, 35322 MiB, 36.38 W
2026/08/27 16:05:44.787, 2, 8 %, 0 %, 35320 MiB, 40.71 W
2026/08/27 16:05:49.788, 0, 0 %, 0 %, 35335 MiB, 38.40 W
2026/08/27 16:05:49.788, 1, 0 %, 0 %, 35322 MiB, 36.38 W
2026/08/27 16:05:49.788, 2, 0 %, 0 %, 35320 MiB, 37.64 W
2026/08/27 16:05:54.789, 0, 0 %, 0 %, 35335 MiB, 36.52 W
2026/08/27 16:05:54.789, 1, 7 %, 0 %, 35322 MiB, 36.20 W
2026/08/27 16:05:54.789, 2, 0 %, 0 %, 35320 MiB, 37.26 W
2026/08/27 16:05:59.789, 0, 3 %, 0 %, 35335 MiB, 36.52 W
2026/08/27 16:05:59.790, 1, 4 %, 3 %, 35322 MiB, 40.15 W
2026/08/27 16:05:59.790, 2, 7 %, 0 %, 35320 MiB, 37.17 W
2026/08/27 16:06:04.790, 0, 8 %, 0 %, 35335 MiB, 36.82 W
2026/08/27 16:06:04.790, 1, 0 %, 0 %, 35322 MiB, 36.10 W
2026/08/27 16:06:04.790, 2, 0 %, 0 %, 35320 MiB, 37.17 W
2026/08/27 16:06:09.791, 0, 0 %, 0 %, 35335 MiB, 36.45 W
2026/08/27 16:06:09.791, 1, 0 %, 0 %, 35322 MiB, 35.92 W
2026/08/27 16:06:09.791, 2, 0 %, 0 %, 35320 MiB, 37.09 W
2026/08/27 16:06:14.791, 0, 0 %, 0 %, 35335 MiB, 36.44 W
2026/08/27 16:06:14.791, 1, 0 %, 0 %, 35322 MiB, 36.21 W
2026/08/27 16:06:14.791, 2, 0 %, 0 %, 35320 MiB, 37.18 W
2026/08/27 16:06:19.792, 0, 1 %, 0 %, 35335 MiB, 36.45 W
2026/08/27 16:06:19.792, 1, 0 %, 0 %, 35322 MiB, 36.01 W
2026/08/27 16:06:19.792, 2, 0 %, 0 %, 35320 MiB, 37.08 W
2026/08/27 16:06:24.793, 0, 0 %, 0 %, 35337 MiB, 36.55 W
2026/08/27 16:06:24.793, 1, 0 %, 0 %, 35322 MiB, 36.01 W
2026/08/27 16:06:24.793, 2, 0 %, 0 %, 35320 MiB, 36.90 W
2026/08/27 16:06:29.793, 0, 0 %, 0 %, 35337 MiB, 36.45 W
2026/08/27 16:06:29.793, 1, 0 %, 0 %, 35322 MiB, 35.92 W
2026/08/27 16:06:29.793, 2, 0 %, 0 %, 35320 MiB, 37.09 W
2026/08/27 16:06:34.794, 0, 6 %, 0 %, 35337 MiB, 38.00 W
2026/08/27 16:06:34.794, 1, 0 %, 0 %, 35322 MiB, 36.00 W
2026/08/27 16:06:34.794, 2, 0 %, 0 %, 35320 MiB, 36.97 W
2026/08/27 16:06:39.794, 0, 12 %, 0 %, 35337 MiB, 36.64 W
2026/08/27 16:06:39.795, 1, 0 %, 0 %, 35322 MiB, 35.82 W
2026/08/27 16:06:39.795, 2, 0 %, 0 %, 35320 MiB, 36.89 W
2026/08/27 16:06:44.795, 0, 0 %, 0 %, 35337 MiB, 36.65 W
2026/08/27 16:06:44.795, 1, 0 %, 0 %, 35322 MiB, 35.82 W
2026/08/27 16:06:44.795, 2, 0 %, 0 %, 35320 MiB, 36.89 W
2026/08/27 16:06:49.796, 0, 0 %, 0 %, 35337 MiB, 36.65 W
2026/08/27 16:06:49.796, 1, 0 %, 0 %, 35322 MiB, 35.82 W
2026/08/27 16:06:49.796, 2, 0 %, 0 %, 35320 MiB, 36.98 W
2026/08/27 16:06:54.796, 0, 0 %, 0 %, 35337 MiB, 39.30 W
2026/08/27 16:06:54.796, 1, 0 %, 0 %, 35322 MiB, 35.82 W
2026/08/27 16:06:54.796, 2, 0 %, 0 %, 35320 MiB, 36.97 W
2026/08/27 16:06:59.797, 0, 100 %, 22 %, 35337 MiB, 115.08 W
2026/08/27 16:06:59.797, 1, 100 %, 21 %, 35322 MiB, 78.24 W
2026/08/27 16:06:59.797, 2, 100 %, 30 %, 35320 MiB, 169.09 W
2026/08/27 16:07:04.798, 0, 100 %, 27 %, 35337 MiB, 158.66 W
2026/08/27 16:07:04.798, 1, 100 %, 17 %, 35322 MiB, 83.74 W
2026/08/27 16:07:04.798, 2, 100 %, 25 %, 35320 MiB, 77.27 W
2026/08/27 16:07:09.799, 0, 100 %, 31 %, 35337 MiB, 83.24 W
2026/08/27 16:07:09.799, 1, 100 %, 22 %, 35322 MiB, 169.20 W
2026/08/27 16:07:09.799, 2, 100 %, 30 %, 35320 MiB, 166.61 W
2026/08/27 16:07:14.800, 0, 100 %, 22 %, 35337 MiB, 90.05 W
2026/08/27 16:07:14.800, 1, 100 %, 25 %, 35322 MiB, 85.95 W
2026/08/27 16:07:14.801, 2, 100 %, 26 %, 35320 MiB, 120.11 W
2026/08/27 16:07:19.801, 0, 100 %, 0 %, 35337 MiB, 72.74 W
2026/08/27 16:07:19.801, 1, 100 %, 1 %, 35322 MiB, 69.90 W
2026/08/27 16:07:19.801, 2, 100 %, 0 %, 35320 MiB, 73.07 W
2026/08/27 16:07:24.801, 0, 100 %, 0 %, 35337 MiB, 72.44 W
2026/08/27 16:07:24.801, 1, 100 %, 1 %, 35322 MiB, 89.74 W
2026/08/27 16:07:24.801, 2, 100 %, 0 %, 35320 MiB, 72.78 W
2026/08/27 16:07:29.802, 0, 100 %, 0 %, 35337 MiB, 73.39 W
2026/08/27 16:07:29.803, 1, 100 %, 1 %, 35322 MiB, 70.39 W
2026/08/27 16:07:29.803, 2, 100 %, 2 %, 35320 MiB, 88.14 W
2026/08/27 16:07:34.804, 0, 5 %, 0 %, 35337 MiB, 37.70 W
2026/08/27 16:07:34.804, 1, 0 %, 0 %, 35322 MiB, 37.28 W
2026/08/27 16:07:34.804, 2, 49 %, 1 %, 35326 MiB, 39.63 W
2026/08/27 16:07:39.804, 0, 0 %, 0 %, 35337 MiB, 37.71 W
2026/08/27 16:07:39.805, 1, 1 %, 0 %, 35322 MiB, 37.07 W
2026/08/27 16:07:39.805, 2, 0 %, 0 %, 35326 MiB, 38.03 W
2026/08/27 16:07:44.805, 0, 2 %, 0 %, 35337 MiB, 40.26 W
2026/08/27 16:07:44.805, 1, 5 %, 0 %, 35322 MiB, 37.08 W
2026/08/27 16:07:44.805, 2, 0 %, 0 %, 35326 MiB, 38.04 W
2026/08/27 16:07:49.809, 0, 54 %, 8 %, 35337 MiB, 54.37 W
2026/08/27 16:07:49.809, 1, 0 %, 0 %, 35322 MiB, 36.86 W
2026/08/27 16:07:49.810, 2, 4 %, 0 %, 35326 MiB, 37.83 W
2026/08/27 16:07:54.810, 0, 0 %, 0 %, 35337 MiB, 37.31 W
2026/08/27 16:07:54.810, 1, 4 %, 0 %, 35322 MiB, 36.70 W
2026/08/27 16:07:54.810, 2, 0 %, 0 %, 35326 MiB, 38.45 W
2026/08/27 16:07:59.811, 0, 4 %, 0 %, 35337 MiB, 37.32 W
2026/08/27 16:07:59.811, 1, 0 %, 0 %, 35322 MiB, 36.60 W
2026/08/27 16:07:59.811, 2, 0 %, 0 %, 35326 MiB, 37.65 W
2026/08/27 16:08:04.812, 0, 4 %, 0 %, 35337 MiB, 37.22 W
2026/08/27 16:08:04.812, 1, 6 %, 0 %, 35322 MiB, 36.87 W
2026/08/27 16:08:04.812, 2, 4 %, 0 %, 35326 MiB, 37.73 W
2026/08/27 16:08:09.812, 0, 8 %, 0 %, 35337 MiB, 37.12 W
2026/08/27 16:08:09.812, 1, 4 %, 0 %, 35322 MiB, 36.59 W
2026/08/27 16:08:09.812, 2, 0 %, 0 %, 35326 MiB, 37.65 W
2026/08/27 16:08:14.813, 0, 5 %, 0 %, 35337 MiB, 36.98 W
2026/08/27 16:08:14.813, 1, 41 %, 7 %, 35322 MiB, 36.58 W
2026/08/27 16:08:14.813, 2, 17 %, 9 %, 35326 MiB, 37.60 W
2026/08/27 16:08:19.813, 0, 11 %, 5 %, 35337 MiB, 36.82 W
2026/08/27 16:08:19.814, 1, 12 %, 0 %, 35322 MiB, 45.76 W
2026/08/27 16:08:19.814, 2, 4 %, 0 %, 35326 MiB, 37.73 W
2026/08/27 16:08:24.814, 0, 0 %, 0 %, 35337 MiB, 37.03 W
2026/08/27 16:08:24.814, 1, 13 %, 5 %, 35322 MiB, 36.79 W
2026/08/27 16:08:24.814, 2, 0 %, 0 %, 35326 MiB, 37.36 W
2026/08/27 16:08:29.815, 0, 7 %, 0 %, 35337 MiB, 36.82 W
2026/08/27 16:08:29.815, 1, 14 %, 7 %, 35322 MiB, 36.69 W
2026/08/27 16:08:29.815, 2, 0 %, 0 %, 35328 MiB, 73.14 W
2026/08/27 16:08:34.815, 0, 12 %, 5 %, 35337 MiB, 37.00 W
2026/08/27 16:08:34.816, 1, 9 %, 0 %, 35322 MiB, 36.59 W
2026/08/27 16:08:34.816, 2, 53 %, 12 %, 35328 MiB, 39.32 W
2026/08/27 16:08:39.818, 0, 9 %, 2 %, 35337 MiB, 39.00 W
2026/08/27 16:08:39.818, 1, 11 %, 6 %, 35322 MiB, 39.85 W
2026/08/27 16:08:39.818, 2, 17 %, 0 %, 35328 MiB, 37.26 W
2026/08/27 16:08:44.818, 0, 12 %, 2 %, 35337 MiB, 42.74 W
2026/08/27 16:08:44.819, 1, 17 %, 6 %, 35322 MiB, 38.18 W
2026/08/27 16:08:44.819, 2, 13 %, 5 %, 35328 MiB, 37.34 W
2026/08/27 16:08:49.819, 0, 0 %, 0 %, 35337 MiB, 36.82 W
2026/08/27 16:08:49.819, 1, 15 %, 5 %, 35322 MiB, 36.59 W
2026/08/27 16:08:49.819, 2, 15 %, 2 %, 35328 MiB, 37.26 W
2026/08/27 16:08:54.820, 0, 6 %, 0 %, 35337 MiB, 37.31 W
2026/08/27 16:08:54.820, 1, 16 %, 8 %, 35322 MiB, 36.40 W
2026/08/27 16:08:54.820, 2, 0 %, 0 %, 35328 MiB, 46.04 W
2026/08/27 16:08:59.824, 0, 0 %, 0 %, 35337 MiB, 56.07 W
2026/08/27 16:08:59.824, 1, 0 %, 0 %, 35322 MiB, 36.49 W
2026/08/27 16:08:59.824, 2, 9 %, 0 %, 35328 MiB, 37.17 W
2026/08/27 16:09:04.825, 0, 0 %, 0 %, 35337 MiB, 36.83 W
2026/08/27 16:09:04.825, 1, 0 %, 0 %, 35322 MiB, 36.29 W
2026/08/27 16:09:04.825, 2, 0 %, 0 %, 35328 MiB, 38.06 W
2026/08/27 16:09:09.826, 0, 17 %, 3 %, 35337 MiB, 37.10 W
2026/08/27 16:09:09.826, 1, 0 %, 0 %, 35322 MiB, 54.60 W
2026/08/27 16:09:09.826, 2, 13 %, 6 %, 35328 MiB, 37.63 W
2026/08/27 16:09:14.827, 0, 0 %, 0 %, 35337 MiB, 36.61 W
2026/08/27 16:09:14.827, 1, 0 %, 0 %, 35322 MiB, 54.72 W
2026/08/27 16:09:14.827, 2, 0 %, 0 %, 35328 MiB, 37.26 W
2026/08/27 16:09:19.828, 0, 0 %, 0 %, 35337 MiB, 36.72 W
2026/08/27 16:09:19.828, 1, 1 %, 0 %, 35322 MiB, 36.39 W
2026/08/27 16:09:19.828, 2, 3 %, 0 %, 35328 MiB, 37.17 W
2026/08/27 16:09:24.828, 0, 9 %, 0 %, 35337 MiB, 36.62 W
2026/08/27 16:09:24.829, 1, 17 %, 0 %, 35322 MiB, 36.88 W
2026/08/27 16:09:24.829, 2, 8 %, 0 %, 35328 MiB, 37.14 W
2026/08/27 16:09:29.829, 0, 0 %, 0 %, 35337 MiB, 36.61 W
2026/08/27 16:09:29.830, 1, 16 %, 2 %, 35322 MiB, 38.56 W
2026/08/27 16:09:29.830, 2, 11 %, 5 %, 35328 MiB, 37.25 W
2026/08/27 16:09:34.830, 0, 2 %, 0 %, 35337 MiB, 36.61 W
2026/08/27 16:09:34.830, 1, 1 %, 0 %, 35322 MiB, 37.58 W
2026/08/27 16:09:34.830, 2, 0 %, 0 %, 35328 MiB, 37.82 W
2026/08/27 16:09:39.831, 0, 0 %, 0 %, 35337 MiB, 36.62 W
2026/08/27 16:09:39.831, 1, 7 %, 0 %, 35322 MiB, 36.38 W
2026/08/27 16:09:39.831, 2, 16 %, 0 %, 35328 MiB, 37.15 W
2026/08/27 16:09:44.832, 0, 0 %, 0 %, 35337 MiB, 36.51 W
2026/08/27 16:09:44.832, 1, 0 %, 0 %, 35322 MiB, 36.28 W
2026/08/27 16:09:44.832, 2, 0 %, 0 %, 35328 MiB, 39.52 W
2026/08/27 16:09:49.832, 0, 0 %, 0 %, 35337 MiB, 36.62 W
2026/08/27 16:09:49.833, 1, 0 %, 0 %, 35322 MiB, 36.30 W
2026/08/27 16:09:49.833, 2, 7 %, 2 %, 35328 MiB, 36.97 W
2026/08/27 16:09:54.833, 0, 0 %, 0 %, 35337 MiB, 37.70 W
2026/08/27 16:09:54.833, 1, 4 %, 0 %, 35322 MiB, 36.38 W
2026/08/27 16:09:54.833, 2, 8 %, 2 %, 35328 MiB, 40.01 W
2026/08/27 16:09:59.834, 0, 0 %, 0 %, 35337 MiB, 36.54 W
2026/08/27 16:09:59.834, 1, 0 %, 0 %, 35322 MiB, 36.31 W
2026/08/27 16:09:59.834, 2, 0 %, 0 %, 35328 MiB, 38.45 W
2026/08/27 16:10:04.834, 0, 0 %, 0 %, 35337 MiB, 36.55 W
2026/08/27 16:10:04.834, 1, 0 %, 0 %, 35322 MiB, 36.11 W
2026/08/27 16:10:04.835, 2, 0 %, 0 %, 35328 MiB, 37.08 W
2026/08/27 16:10:09.840, 0, 0 %, 0 %, 35337 MiB, 36.55 W
2026/08/27 16:10:09.840, 1, 0 %, 0 %, 35322 MiB, 36.12 W
2026/08/27 16:10:09.841, 2, 0 %, 0 %, 35328 MiB, 36.98 W
2026/08/27 16:10:14.841, 0, 100 %, 26 %, 35337 MiB, 121.39 W
2026/08/27 16:10:14.841, 1, 100 %, 25 %, 35322 MiB, 99.10 W
2026/08/27 16:10:14.841, 2, 100 %, 26 %, 35328 MiB, 103.92 W
2026/08/27 16:10:19.842, 0, 100 %, 23 %, 35337 MiB, 154.68 W
2026/08/27 16:10:19.843, 1, 100 %, 22 %, 35322 MiB, 149.24 W
2026/08/27 16:10:19.843, 2, 100 %, 22 %, 35328 MiB, 128.86 W
2026/08/27 16:10:24.843, 0, 100 %, 19 %, 35337 MiB, 78.46 W
2026/08/27 16:10:24.843, 1, 100 %, 27 %, 35322 MiB, 76.57 W
2026/08/27 16:10:24.843, 2, 100 %, 24 %, 35328 MiB, 93.73 W
2026/08/27 16:10:29.844, 0, 100 %, 18 %, 35337 MiB, 114.64 W
2026/08/27 16:10:29.844, 1, 100 %, 19 %, 35322 MiB, 78.48 W
2026/08/27 16:10:29.845, 2, 100 %, 18 %, 35328 MiB, 160.14 W
2026/08/27 16:10:34.848, 0, 100 %, 0 %, 35337 MiB, 72.79 W
2026/08/27 16:10:34.848, 1, 100 %, 1 %, 35322 MiB, 70.06 W
2026/08/27 16:10:34.848, 2, 100 %, 0 %, 35328 MiB, 73.04 W
2026/08/27 16:10:39.849, 0, 100 %, 1 %, 35337 MiB, 73.56 W
2026/08/27 16:10:39.849, 1, 100 %, 1 %, 35322 MiB, 69.99 W
2026/08/27 16:10:39.849, 2, 100 %, 1 %, 35328 MiB, 73.57 W
2026/08/27 16:10:44.849, 0, 8 %, 0 %, 35337 MiB, 58.20 W
2026/08/27 16:10:44.849, 1, 53 %, 3 %, 35322 MiB, 56.55 W
2026/08/27 16:10:44.849, 2, 62 %, 3 %, 35328 MiB, 59.48 W
2026/08/27 16:10:49.850, 0, 4 %, 0 %, 35337 MiB, 37.60 W
2026/08/27 16:10:49.850, 1, 3 %, 0 %, 35322 MiB, 37.18 W
2026/08/27 16:10:49.850, 2, 4 %, 0 %, 35328 MiB, 38.72 W
2026/08/27 16:10:54.851, 0, 4 %, 0 %, 35337 MiB, 37.61 W
2026/08/27 16:10:54.851, 1, 0 %, 0 %, 35322 MiB, 37.36 W
2026/08/27 16:10:54.852, 2, 0 %, 0 %, 35328 MiB, 37.95 W
2026/08/27 16:10:59.853, 0, 4 %, 0 %, 35337 MiB, 37.49 W
2026/08/27 16:10:59.853, 1, 4 %, 0 %, 35322 MiB, 37.07 W
2026/08/27 16:10:59.853, 2, 0 %, 0 %, 35328 MiB, 38.03 W
2026/08/27 16:11:04.854, 0, 29 %, 4 %, 35337 MiB, 37.37 W
2026/08/27 16:11:04.855, 1, 5 %, 0 %, 35322 MiB, 36.88 W
2026/08/27 16:11:04.855, 2, 0 %, 0 %, 35328 MiB, 41.30 W
2026/08/27 16:11:09.855, 0, 0 %, 0 %, 35337 MiB, 37.50 W
2026/08/27 16:11:09.855, 1, 5 %, 0 %, 35322 MiB, 36.69 W
2026/08/27 16:11:09.855, 2, 4 %, 0 %, 35328 MiB, 37.64 W
2026/08/27 16:11:14.855, 0, 0 %, 0 %, 35337 MiB, 37.31 W
2026/08/27 16:11:14.856, 1, 10 %, 0 %, 35322 MiB, 38.06 W
2026/08/27 16:11:14.856, 2, 0 %, 0 %, 35328 MiB, 38.04 W
2026/08/27 16:11:19.856, 0, 0 %, 0 %, 35337 MiB, 40.46 W
2026/08/27 16:11:19.856, 1, 4 %, 0 %, 35322 MiB, 36.60 W
2026/08/27 16:11:19.856, 2, 0 %, 0 %, 35328 MiB, 37.75 W
2026/08/27 16:11:24.857, 0, 17 %, 0 %, 35337 MiB, 37.12 W
2026/08/27 16:11:24.858, 1, 0 %, 0 %, 35322 MiB, 39.15 W
2026/08/27 16:11:24.858, 2, 0 %, 0 %, 35328 MiB, 37.74 W
2026/08/27 16:11:29.859, 0, 17 %, 0 %, 35337 MiB, 37.21 W
2026/08/27 16:11:29.859, 1, 2 %, 0 %, 35322 MiB, 36.59 W
2026/08/27 16:11:29.859, 2, 11 %, 6 %, 35328 MiB, 37.53 W
2026/08/27 16:11:34.859, 0, 10 %, 4 %, 35337 MiB, 36.99 W
2026/08/27 16:11:34.859, 1, 0 %, 0 %, 35322 MiB, 64.12 W
2026/08/27 16:11:34.859, 2, 11 %, 4 %, 35328 MiB, 58.49 W
2026/08/27 16:11:39.860, 0, 28 %, 17 %, 35337 MiB, 56.72 W
2026/08/27 16:11:39.860, 1, 0 %, 0 %, 35322 MiB, 40.73 W
2026/08/27 16:11:39.860, 2, 10 %, 0 %, 35328 MiB, 38.23 W
2026/08/27 16:11:44.861, 0, 1 %, 0 %, 35337 MiB, 37.03 W
2026/08/27 16:11:44.861, 1, 10 %, 3 %, 35322 MiB, 36.59 W
2026/08/27 16:11:44.861, 2, 14 %, 6 %, 35328 MiB, 37.56 W
2026/08/27 16:11:49.862, 0, 0 %, 0 %, 35337 MiB, 36.91 W
2026/08/27 16:11:49.862, 1, 12 %, 5 %, 35322 MiB, 37.17 W
2026/08/27 16:11:49.862, 2, 21 %, 9 %, 35328 MiB, 37.54 W
2026/08/27 16:11:54.863, 0, 0 %, 0 %, 35337 MiB, 37.12 W
2026/08/27 16:11:54.863, 1, 18 %, 6 %, 35322 MiB, 36.70 W
2026/08/27 16:11:54.863, 2, 23 %, 11 %, 35328 MiB, 37.56 W
2026/08/27 16:11:59.864, 0, 0 %, 0 %, 35337 MiB, 36.91 W
2026/08/27 16:11:59.864, 1, 0 %, 0 %, 35322 MiB, 37.18 W
2026/08/27 16:11:59.864, 2, 19 %, 10 %, 35328 MiB, 37.26 W
2026/08/27 16:12:04.865, 0, 4 %, 0 %, 35337 MiB, 37.12 W
2026/08/27 16:12:04.866, 1, 5 %, 3 %, 35322 MiB, 36.59 W
2026/08/27 16:12:04.866, 2, 12 %, 5 %, 35328 MiB, 37.35 W
2026/08/27 16:12:09.866, 0, 0 %, 0 %, 35337 MiB, 36.92 W
2026/08/27 16:12:09.866, 1, 19 %, 7 %, 35322 MiB, 36.69 W
2026/08/27 16:12:09.866, 2, 22 %, 6 %, 35328 MiB, 37.46 W
2026/08/27 16:12:14.867, 0, 0 %, 0 %, 35337 MiB, 36.82 W
2026/08/27 16:12:14.867, 1, 9 %, 0 %, 35322 MiB, 36.49 W
2026/08/27 16:12:14.867, 2, 0 %, 0 %, 35328 MiB, 37.26 W
2026/08/27 16:12:19.868, 0, 0 %, 0 %, 35337 MiB, 54.48 W
2026/08/27 16:12:19.868, 1, 0 %, 0 %, 35322 MiB, 36.28 W
2026/08/27 16:12:19.868, 2, 8 %, 0 %, 35328 MiB, 37.17 W
2026/08/27 16:12:24.868, 0, 27 %, 0 %, 35337 MiB, 37.03 W
2026/08/27 16:12:24.868, 1, 0 %, 0 %, 35322 MiB, 54.80 W
2026/08/27 16:12:24.868, 2, 0 %, 0 %, 35328 MiB, 37.17 W
2026/08/27 16:12:29.869, 0, 20 %, 0 %, 35337 MiB, 36.92 W
2026/08/27 16:12:29.869, 1, 13 %, 6 %, 35322 MiB, 36.49 W
2026/08/27 16:12:29.869, 2, 17 %, 0 %, 35328 MiB, 37.26 W
2026/08/27 16:12:34.870, 0, 0 %, 0 %, 35337 MiB, 38.59 W
2026/08/27 16:12:34.870, 1, 23 %, 4 %, 35322 MiB, 36.36 W
2026/08/27 16:12:34.870, 2, 0 %, 0 %, 35328 MiB, 57.32 W
2026/08/27 16:12:39.870, 0, 13 %, 6 %, 35337 MiB, 36.61 W
2026/08/27 16:12:39.871, 1, 34 %, 11 %, 35322 MiB, 36.38 W
2026/08/27 16:12:39.871, 2, 11 %, 4 %, 35328 MiB, 37.34 W
2026/08/27 16:12:44.871, 0, 1 %, 0 %, 35337 MiB, 36.61 W
2026/08/27 16:12:44.871, 1, 1 %, 0 %, 35322 MiB, 41.22 W
2026/08/27 16:12:44.871, 2, 5 %, 1 %, 35328 MiB, 37.55 W
2026/08/27 16:12:49.872, 0, 0 %, 0 %, 35337 MiB, 36.62 W
2026/08/27 16:12:49.872, 1, 11 %, 2 %, 35322 MiB, 36.39 W
2026/08/27 16:12:49.872, 2, 0 %, 0 %, 35328 MiB, 37.36 W
2026/08/27 16:12:54.872, 0, 0 %, 0 %, 35337 MiB, 41.28 W
2026/08/27 16:12:54.872, 1, 12 %, 0 %, 35322 MiB, 36.39 W
2026/08/27 16:12:54.872, 2, 0 %, 0 %, 35328 MiB, 37.26 W
2026/08/27 16:12:59.874, 0, 0 %, 0 %, 35337 MiB, 37.01 W
2026/08/27 16:12:59.874, 1, 0 %, 0 %, 35322 MiB, 36.38 W
2026/08/27 16:12:59.874, 2, 0 %, 0 %, 35328 MiB, 37.56 W
2026/08/27 16:13:04.876, 0, 10 %, 0 %, 35337 MiB, 38.91 W
2026/08/27 16:13:04.876, 1, 8 %, 0 %, 35322 MiB, 36.60 W
2026/08/27 16:13:04.876, 2, 0 %, 0 %, 35328 MiB, 37.36 W
2026/08/27 16:13:09.878, 0, 0 %, 0 %, 35337 MiB, 36.62 W
2026/08/27 16:13:09.878, 1, 0 %, 0 %, 35322 MiB, 36.39 W
2026/08/27 16:13:09.878, 2, 9 %, 2 %, 35328 MiB, 37.17 W
2026/08/27 16:13:14.880, 0, 0 %, 0 %, 35337 MiB, 36.62 W
2026/08/27 16:13:14.880, 1, 0 %, 0 %, 35322 MiB, 36.39 W
2026/08/27 16:13:14.880, 2, 0 %, 0 %, 35328 MiB, 39.84 W
2026/08/27 16:13:19.881, 0, 0 %, 0 %, 35337 MiB, 36.83 W
2026/08/27 16:13:19.881, 1, 5 %, 1 %, 35322 MiB, 36.31 W
2026/08/27 16:13:19.881, 2, 7 %, 0 %, 35328 MiB, 37.19 W
2026/08/27 16:13:24.881, 0, 100 %, 29 %, 35337 MiB, 76.98 W
2026/08/27 16:13:24.882, 1, 100 %, 20 %, 35322 MiB, 72.85 W
2026/08/27 16:13:24.882, 2, 100 %, 20 %, 35328 MiB, 106.92 W
2026/08/27 16:13:29.882, 0, 100 %, 25 %, 35337 MiB, 151.32 W
2026/08/27 16:13:29.882, 1, 100 %, 26 %, 35322 MiB, 144.87 W
2026/08/27 16:13:29.882, 2, 100 %, 24 %, 35328 MiB, 151.52 W
2026/08/27 16:13:34.883, 0, 100 %, 20 %, 35337 MiB, 154.15 W
2026/08/27 16:13:34.883, 1, 100 %, 25 %, 35322 MiB, 84.03 W
2026/08/27 16:13:34.884, 2, 100 %, 22 %, 35328 MiB, 79.32 W
2026/08/27 16:13:39.884, 0, 100 %, 27 %, 35337 MiB, 80.90 W
2026/08/27 16:13:39.885, 1, 100 %, 21 %, 35322 MiB, 131.57 W
2026/08/27 16:13:39.885, 2, 100 %, 22 %, 35328 MiB, 217.76 W
2026/08/27 16:13:44.885, 0, 100 %, 0 %, 35337 MiB, 73.82 W
2026/08/27 16:13:44.885, 1, 100 %, 1 %, 35322 MiB, 70.30 W
2026/08/27 16:13:44.885, 2, 100 %, 0 %, 35328 MiB, 73.48 W
2026/08/27 16:13:49.886, 0, 100 %, 0 %, 35337 MiB, 72.94 W
2026/08/27 16:13:49.886, 1, 100 %, 1 %, 35322 MiB, 71.47 W
2026/08/27 16:13:49.886, 2, 100 %, 0 %, 35328 MiB, 73.28 W
2026/08/27 16:13:54.886, 0, 100 %, 0 %, 35337 MiB, 73.89 W
2026/08/27 16:13:54.886, 1, 100 %, 0 %, 35322 MiB, 70.29 W
2026/08/27 16:13:54.886, 2, 100 %, 0 %, 35328 MiB, 73.28 W
2026/08/27 16:13:59.887, 0, 13 %, 1 %, 35337 MiB, 38.49 W
2026/08/27 16:13:59.887, 1, 0 %, 0 %, 35322 MiB, 56.88 W
2026/08/27 16:13:59.887, 2, 2 %, 0 %, 35328 MiB, 61.77 W
2026/08/27 16:14:04.887, 0, 4 %, 0 %, 35337 MiB, 37.80 W
2026/08/27 16:14:04.888, 1, 4 %, 0 %, 35322 MiB, 37.37 W
2026/08/27 16:14:04.888, 2, 5 %, 0 %, 35328 MiB, 38.53 W
2026/08/27 16:14:09.888, 0, 0 %, 0 %, 35337 MiB, 39.47 W
2026/08/27 16:14:09.888, 1, 8 %, 0 %, 35322 MiB, 37.27 W
2026/08/27 16:14:09.888, 2, 4 %, 0 %, 35328 MiB, 38.23 W
2026/08/27 16:14:14.889, 0, 0 %, 0 %, 35337 MiB, 40.26 W
2026/08/27 16:14:14.889, 1, 13 %, 1 %, 35322 MiB, 37.17 W
2026/08/27 16:14:14.889, 2, 0 %, 0 %, 35328 MiB, 38.23 W
2026/08/27 16:14:19.889, 0, 33 %, 5 %, 35337 MiB, 37.51 W
