timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], power.draw [W]
2026/08/27 20:31:38.017, 2, 3 %, 0 %, 35342 MiB, 38.65 W
2026/08/27 20:31:43.018, 0, 4 %, 0 %, 35351 MiB, 38.09 W
2026/08/27 20:31:43.018, 1, 10 %, 0 %, 35338 MiB, 39.35 W
2026/08/27 20:31:43.019, 2, 0 %, 0 %, 35342 MiB, 38.42 W
2026/08/27 20:31:48.019, 0, 5 %, 0 %, 35351 MiB, 38.08 W
2026/08/27 20:31:48.019, 1, 6 %, 0 %, 35338 MiB, 37.28 W
2026/08/27 20:31:48.019, 2, 4 %, 0 %, 35342 MiB, 38.42 W
2026/08/27 20:31:53.020, 0, 0 %, 0 %, 35351 MiB, 37.88 W
2026/08/27 20:31:53.020, 1, 12 %, 0 %, 35338 MiB, 37.27 W
2026/08/27 20:31:53.020, 2, 0 %, 0 %, 35342 MiB, 38.33 W
2026/08/27 20:31:58.021, 0, 5 %, 0 %, 35351 MiB, 37.90 W
2026/08/27 20:31:58.021, 1, 0 %, 0 %, 35338 MiB, 37.18 W
2026/08/27 20:31:58.021, 2, 0 %, 0 %, 35342 MiB, 38.43 W
2026/08/27 20:32:03.023, 0, 0 %, 0 %, 35351 MiB, 37.70 W
2026/08/27 20:32:03.023, 1, 0 %, 0 %, 35338 MiB, 37.16 W
2026/08/27 20:32:03.023, 2, 4 %, 0 %, 35342 MiB, 38.45 W
2026/08/27 20:32:08.025, 0, 0 %, 0 %, 35351 MiB, 37.61 W
2026/08/27 20:32:08.025, 1, 4 %, 0 %, 35338 MiB, 38.86 W
2026/08/27 20:32:08.025, 2, 0 %, 0 %, 35342 MiB, 38.25 W
2026/08/27 20:32:13.027, 0, 9 %, 0 %, 35351 MiB, 39.48 W
2026/08/27 20:32:13.027, 1, 0 %, 0 %, 35338 MiB, 37.18 W
2026/08/27 20:32:13.028, 2, 4 %, 0 %, 35342 MiB, 41.70 W
2026/08/27 20:32:18.029, 0, 4 %, 0 %, 35351 MiB, 37.70 W
2026/08/27 20:32:18.029, 1, 4 %, 0 %, 35338 MiB, 37.18 W
2026/08/27 20:32:18.030, 2, 10 %, 0 %, 35342 MiB, 38.25 W
2026/08/27 20:32:23.031, 0, 0 %, 0 %, 35351 MiB, 40.45 W
2026/08/27 20:32:23.031, 1, 0 %, 0 %, 35338 MiB, 37.08 W
2026/08/27 20:32:23.031, 2, 47 %, 2 %, 35342 MiB, 39.43 W
2026/08/27 20:32:28.033, 0, 11 %, 0 %, 35351 MiB, 37.59 W
2026/08/27 20:32:28.033, 1, 55 %, 0 %, 35338 MiB, 40.54 W
2026/08/27 20:32:28.034, 2, 4 %, 0 %, 35342 MiB, 38.24 W
2026/08/27 20:32:33.034, 0, 1 %, 0 %, 35351 MiB, 39.37 W
2026/08/27 20:32:33.034, 1, 7 %, 0 %, 35338 MiB, 38.55 W
2026/08/27 20:32:33.034, 2, 5 %, 0 %, 35342 MiB, 37.94 W
2026/08/27 20:32:38.035, 0, 0 %, 0 %, 35351 MiB, 40.76 W
2026/08/27 20:32:38.035, 1, 3 %, 0 %, 35338 MiB, 38.36 W
2026/08/27 20:32:38.035, 2, 0 %, 0 %, 35342 MiB, 37.94 W
2026/08/27 20:32:43.035, 0, 9 %, 0 %, 35351 MiB, 37.41 W
2026/08/27 20:32:43.036, 1, 5 %, 0 %, 35338 MiB, 36.77 W
2026/08/27 20:32:43.036, 2, 0 %, 0 %, 35342 MiB, 39.21 W
2026/08/27 20:32:48.036, 0, 0 %, 0 %, 35351 MiB, 37.50 W
2026/08/27 20:32:48.036, 1, 0 %, 0 %, 35338 MiB, 36.79 W
2026/08/27 20:32:48.036, 2, 9 %, 0 %, 35342 MiB, 37.83 W
2026/08/27 20:32:53.037, 0, 0 %, 0 %, 35351 MiB, 37.71 W
2026/08/27 20:32:53.037, 1, 0 %, 0 %, 35338 MiB, 36.89 W
2026/08/27 20:32:53.037, 2, 4 %, 0 %, 35342 MiB, 38.04 W
2026/08/27 20:32:58.038, 0, 0 %, 0 %, 35351 MiB, 37.42 W
2026/08/27 20:32:58.038, 1, 4 %, 0 %, 35338 MiB, 36.70 W
2026/08/27 20:32:58.038, 2, 7 %, 0 %, 35342 MiB, 40.32 W
2026/08/27 20:33:03.038, 0, 0 %, 0 %, 35351 MiB, 37.22 W
2026/08/27 20:33:03.039, 1, 0 %, 0 %, 35338 MiB, 36.79 W
2026/08/27 20:33:03.039, 2, 9 %, 0 %, 35342 MiB, 37.85 W
2026/08/27 20:33:08.040, 0, 0 %, 0 %, 35351 MiB, 39.37 W
2026/08/27 20:33:08.040, 1, 4 %, 0 %, 35338 MiB, 36.88 W
2026/08/27 20:33:08.041, 2, 17 %, 0 %, 35342 MiB, 38.04 W
2026/08/27 20:33:13.041, 0, 0 %, 0 %, 35351 MiB, 37.32 W
2026/08/27 20:33:13.041, 1, 6 %, 0 %, 35338 MiB, 36.79 W
2026/08/27 20:33:13.042, 2, 0 %, 0 %, 35342 MiB, 39.24 W
2026/08/27 20:33:18.042, 0, 0 %, 0 %, 35351 MiB, 37.29 W
2026/08/27 20:33:18.042, 1, 17 %, 0 %, 35338 MiB, 36.97 W
2026/08/27 20:33:18.042, 2, 12 %, 0 %, 35342 MiB, 39.01 W
2026/08/27 20:33:23.043, 0, 3 %, 0 %, 35351 MiB, 106.07 W
2026/08/27 20:33:23.043, 1, 3 %, 0 %, 35338 MiB, 36.88 W
2026/08/27 20:33:23.043, 2, 0 %, 0 %, 35342 MiB, 37.85 W
2026/08/27 20:33:28.043, 0, 0 %, 0 %, 35351 MiB, 37.22 W
2026/08/27 20:33:28.044, 1, 0 %, 0 %, 35338 MiB, 39.07 W
2026/08/27 20:33:28.044, 2, 4 %, 0 %, 35342 MiB, 37.94 W
2026/08/27 20:33:33.044, 0, 5 %, 0 %, 35351 MiB, 42.94 W
2026/08/27 20:33:33.044, 1, 0 %, 0 %, 35338 MiB, 36.98 W
2026/08/27 20:33:33.045, 2, 0 %, 0 %, 35342 MiB, 38.44 W
2026/08/27 20:33:38.045, 0, 0 %, 0 %, 35351 MiB, 57.64 W
2026/08/27 20:33:38.046, 1, 0 %, 0 %, 35338 MiB, 36.79 W
2026/08/27 20:33:38.046, 2, 0 %, 0 %, 35342 MiB, 37.75 W
2026/08/27 20:33:43.047, 0, 6 %, 0 %, 35351 MiB, 37.21 W
2026/08/27 20:33:43.047, 1, 11 %, 0 %, 35338 MiB, 39.76 W
2026/08/27 20:33:43.048, 2, 12 %, 0 %, 35342 MiB, 37.65 W
2026/08/27 20:33:48.048, 0, 0 %, 0 %, 35351 MiB, 37.32 W
2026/08/27 20:33:48.049, 1, 10 %, 0 %, 35338 MiB, 38.28 W
2026/08/27 20:33:48.049, 2, 0 %, 0 %, 35342 MiB, 37.75 W
2026/08/27 20:33:53.049, 0, 8 %, 0 %, 35351 MiB, 37.24 W
2026/08/27 20:33:53.049, 1, 0 %, 0 %, 35338 MiB, 36.60 W
2026/08/27 20:33:53.049, 2, 0 %, 0 %, 35342 MiB, 37.58 W
2026/08/27 20:33:58.050, 0, 99 %, 16 %, 35351 MiB, 195.10 W
2026/08/27 20:33:58.050, 1, 99 %, 20 %, 35338 MiB, 128.45 W
2026/08/27 20:33:58.050, 2, 98 %, 21 %, 35342 MiB, 188.49 W
2026/08/27 20:34:03.051, 0, 96 %, 21 %, 35351 MiB, 84.70 W
2026/08/27 20:34:03.051, 1, 100 %, 24 %, 35338 MiB, 122.55 W
2026/08/27 20:34:03.052, 2, 100 %, 17 %, 35342 MiB, 165.88 W
2026/08/27 20:34:08.053, 0, 100 %, 26 %, 35351 MiB, 162.32 W
2026/08/27 20:34:08.053, 1, 100 %, 21 %, 35338 MiB, 159.91 W
2026/08/27 20:34:08.053, 2, 99 %, 19 %, 35342 MiB, 195.75 W
2026/08/27 20:34:13.053, 0, 100 %, 25 %, 35351 MiB, 82.04 W
2026/08/27 20:34:13.053, 1, 100 %, 21 %, 35338 MiB, 166.54 W
2026/08/27 20:34:13.053, 2, 100 %, 22 %, 35342 MiB, 82.03 W
2026/08/27 20:34:18.055, 0, 100 %, 0 %, 35351 MiB, 75.45 W
2026/08/27 20:34:18.055, 1, 100 %, 2 %, 35338 MiB, 72.02 W
2026/08/27 20:34:18.055, 2, 100 %, 1 %, 35342 MiB, 90.37 W
2026/08/27 20:34:23.056, 0, 100 %, 0 %, 35351 MiB, 75.65 W
2026/08/27 20:34:23.056, 1, 100 %, 0 %, 35338 MiB, 71.82 W
2026/08/27 20:34:23.056, 2, 100 %, 2 %, 35342 MiB, 76.13 W
2026/08/27 20:34:28.056, 0, 99 %, 1 %, 35351 MiB, 76.73 W
2026/08/27 20:34:28.057, 1, 99 %, 1 %, 35338 MiB, 70.95 W
2026/08/27 20:34:28.057, 2, 100 %, 1 %, 35342 MiB, 76.10 W
2026/08/27 20:34:33.058, 0, 4 %, 0 %, 35351 MiB, 38.60 W
2026/08/27 20:34:33.058, 1, 4 %, 0 %, 35338 MiB, 38.08 W
2026/08/27 20:34:33.058, 2, 0 %, 0 %, 35342 MiB, 39.24 W
2026/08/27 20:34:38.059, 0, 23 %, 0 %, 35351 MiB, 38.40 W
2026/08/27 20:34:38.059, 1, 0 %, 0 %, 35338 MiB, 37.88 W
2026/08/27 20:34:38.059, 2, 17 %, 0 %, 35342 MiB, 39.13 W
2026/08/27 20:34:43.059, 0, 4 %, 0 %, 35351 MiB, 38.40 W
2026/08/27 20:34:43.059, 1, 0 %, 0 %, 35338 MiB, 37.68 W
2026/08/27 20:34:43.059, 2, 5 %, 0 %, 35342 MiB, 40.01 W
2026/08/27 20:34:48.060, 0, 11 %, 0 %, 35351 MiB, 38.17 W
2026/08/27 20:34:48.060, 1, 4 %, 0 %, 35338 MiB, 37.66 W
2026/08/27 20:34:48.060, 2, 7 %, 0 %, 35342 MiB, 60.28 W
2026/08/27 20:34:53.060, 0, 50 %, 6 %, 35351 MiB, 39.76 W
2026/08/27 20:34:53.061, 1, 0 %, 0 %, 35338 MiB, 43.48 W
2026/08/27 20:34:53.061, 2, 0 %, 0 %, 35342 MiB, 38.62 W
2026/08/27 20:34:58.061, 0, 0 %, 0 %, 35351 MiB, 41.16 W
2026/08/27 20:34:58.061, 1, 0 %, 0 %, 35338 MiB, 37.48 W
2026/08/27 20:34:58.061, 2, 0 %, 0 %, 35342 MiB, 40.41 W
2026/08/27 20:35:03.062, 0, 0 %, 0 %, 35351 MiB, 37.99 W
2026/08/27 20:35:03.062, 1, 0 %, 0 %, 35338 MiB, 37.37 W
2026/08/27 20:35:03.062, 2, 10 %, 0 %, 35342 MiB, 38.64 W
2026/08/27 20:35:08.062, 0, 3 %, 0 %, 35351 MiB, 37.90 W
2026/08/27 20:35:08.062, 1, 5 %, 0 %, 35338 MiB, 37.19 W
2026/08/27 20:35:08.062, 2, 0 %, 0 %, 35342 MiB, 38.45 W
2026/08/27 20:35:13.064, 0, 11 %, 0 %, 35351 MiB, 44.22 W
2026/08/27 20:35:13.064, 1, 4 %, 0 %, 35338 MiB, 39.63 W
2026/08/27 20:35:13.064, 2, 4 %, 0 %, 35342 MiB, 38.42 W
2026/08/27 20:35:18.066, 0, 2 %, 0 %, 35351 MiB, 37.80 W
2026/08/27 20:35:18.066, 1, 0 %, 0 %, 35338 MiB, 46.35 W
2026/08/27 20:35:18.066, 2, 5 %, 0 %, 35342 MiB, 38.81 W
2026/08/27 20:35:23.067, 0, 0 %, 0 %, 35351 MiB, 44.01 W
2026/08/27 20:35:23.067, 1, 44 %, 6 %, 35338 MiB, 43.48 W
2026/08/27 20:35:23.067, 2, 0 %, 0 %, 35342 MiB, 38.34 W
2026/08/27 20:35:28.068, 0, 0 %, 0 %, 35351 MiB, 93.23 W
2026/08/27 20:35:28.068, 1, 0 %, 0 %, 35338 MiB, 37.14 W
2026/08/27 20:35:28.068, 2, 0 %, 0 %, 35342 MiB, 38.42 W
2026/08/27 20:35:33.069, 0, 0 %, 0 %, 35351 MiB, 37.60 W
2026/08/27 20:35:33.069, 1, 5 %, 0 %, 35338 MiB, 39.55 W
2026/08/27 20:35:33.069, 2, 0 %, 0 %, 35342 MiB, 38.81 W
2026/08/27 20:35:38.069, 0, 0 %, 0 %, 35351 MiB, 37.60 W
2026/08/27 20:35:38.069, 1, 5 %, 0 %, 35338 MiB, 37.16 W
2026/08/27 20:35:38.069, 2, 11 %, 0 %, 35342 MiB, 38.33 W
2026/08/27 20:35:43.070, 0, 0 %, 0 %, 35351 MiB, 37.51 W
2026/08/27 20:35:43.071, 1, 0 %, 0 %, 35338 MiB, 36.99 W
2026/08/27 20:35:43.071, 2, 0 %, 0 %, 35342 MiB, 38.25 W
2026/08/27 20:35:48.071, 0, 44 %, 5 %, 35351 MiB, 38.17 W
2026/08/27 20:35:48.071, 1, 4 %, 0 %, 35338 MiB, 37.37 W
2026/08/27 20:35:48.071, 2, 0 %, 0 %, 35342 MiB, 38.24 W
2026/08/27 20:35:53.072, 0, 0 %, 0 %, 35351 MiB, 37.51 W
2026/08/27 20:35:53.072, 1, 0 %, 0 %, 35338 MiB, 37.18 W
2026/08/27 20:35:53.072, 2, 0 %, 0 %, 35342 MiB, 38.14 W
2026/08/27 20:35:58.072, 0, 11 %, 0 %, 35351 MiB, 37.49 W
2026/08/27 20:35:58.072, 1, 0 %, 0 %, 35338 MiB, 38.36 W
2026/08/27 20:35:58.073, 2, 5 %, 0 %, 35342 MiB, 55.06 W
2026/08/27 20:36:03.073, 0, 0 %, 0 %, 35351 MiB, 37.32 W
2026/08/27 20:36:03.073, 1, 1 %, 0 %, 35338 MiB, 36.79 W
2026/08/27 20:36:03.073, 2, 0 %, 0 %, 35342 MiB, 44.08 W
2026/08/27 20:36:08.074, 0, 4 %, 0 %, 35351 MiB, 38.19 W
2026/08/27 20:36:08.074, 1, 11 %, 0 %, 35338 MiB, 36.79 W
2026/08/27 20:36:08.074, 2, 1 %, 0 %, 35342 MiB, 38.14 W
2026/08/27 20:36:13.074, 0, 0 %, 0 %, 35351 MiB, 37.60 W
2026/08/27 20:36:13.075, 1, 4 %, 0 %, 35338 MiB, 36.88 W
2026/08/27 20:36:13.075, 2, 2 %, 0 %, 35342 MiB, 38.12 W
2026/08/27 20:36:18.075, 0, 0 %, 0 %, 35351 MiB, 37.51 W
2026/08/27 20:36:18.076, 1, 5 %, 0 %, 35338 MiB, 37.79 W
2026/08/27 20:36:18.076, 2, 6 %, 0 %, 35342 MiB, 37.85 W
2026/08/27 20:36:23.077, 0, 7 %, 0 %, 35351 MiB, 37.50 W
2026/08/27 20:36:23.077, 1, 0 %, 0 %, 35338 MiB, 38.55 W
2026/08/27 20:36:23.077, 2, 8 %, 0 %, 35342 MiB, 37.84 W
2026/08/27 20:36:28.078, 0, 3 %, 0 %, 35351 MiB, 37.20 W
2026/08/27 20:36:28.078, 1, 0 %, 0 %, 35338 MiB, 36.97 W
2026/08/27 20:36:28.079, 2, 7 %, 0 %, 35342 MiB, 44.08 W
2026/08/27 20:36:33.079, 0, 7 %, 0 %, 35351 MiB, 37.49 W
2026/08/27 20:36:33.079, 1, 0 %, 0 %, 35338 MiB, 36.79 W
2026/08/27 20:36:33.079, 2, 4 %, 0 %, 35342 MiB, 42.40 W
2026/08/27 20:36:38.080, 0, 0 %, 0 %, 35351 MiB, 37.22 W
2026/08/27 20:36:38.080, 1, 6 %, 0 %, 35338 MiB, 36.70 W
2026/08/27 20:36:38.080, 2, 11 %, 0 %, 35342 MiB, 37.84 W
2026/08/27 20:36:43.080, 0, 0 %, 0 %, 35351 MiB, 37.32 W
2026/08/27 20:36:43.080, 1, 0 %, 0 %, 35338 MiB, 64.96 W
2026/08/27 20:36:43.080, 2, 0 %, 0 %, 35342 MiB, 37.95 W
2026/08/27 20:36:48.081, 0, 13 %, 0 %, 35351 MiB, 37.22 W
2026/08/27 20:36:48.081, 1, 11 %, 0 %, 35338 MiB, 36.89 W
2026/08/27 20:36:48.081, 2, 0 %, 0 %, 35342 MiB, 40.04 W
2026/08/27 20:36:53.081, 0, 0 %, 0 %, 35351 MiB, 38.20 W
2026/08/27 20:36:53.082, 1, 0 %, 0 %, 35338 MiB, 36.79 W
2026/08/27 20:36:53.082, 2, 0 %, 0 %, 35342 MiB, 37.85 W
2026/08/27 20:36:58.082, 0, 10 %, 0 %, 35351 MiB, 37.12 W
2026/08/27 20:36:58.082, 1, 0 %, 0 %, 35338 MiB, 41.70 W
2026/08/27 20:36:58.082, 2, 0 %, 0 %, 35342 MiB, 37.83 W
2026/08/27 20:37:03.083, 0, 4 %, 0 %, 35351 MiB, 37.23 W
2026/08/27 20:37:03.083, 1, 4 %, 0 %, 35338 MiB, 36.89 W
2026/08/27 20:37:03.083, 2, 11 %, 0 %, 35342 MiB, 37.75 W
2026/08/27 20:37:08.083, 0, 10 %, 0 %, 35351 MiB, 37.43 W
2026/08/27 20:37:08.084, 1, 0 %, 0 %, 35338 MiB, 36.80 W
2026/08/27 20:37:08.084, 2, 0 %, 0 %, 35342 MiB, 37.65 W
2026/08/27 20:37:13.084, 0, 0 %, 0 %, 35351 MiB, 37.14 W
2026/08/27 20:37:13.084, 1, 13 %, 0 %, 35338 MiB, 36.61 W
2026/08/27 20:37:13.084, 2, 0 %, 0 %, 35342 MiB, 37.77 W
2026/08/27 20:37:18.085, 0, 89 %, 11 %, 35351 MiB, 194.26 W
2026/08/27 20:37:18.086, 1, 100 %, 24 %, 35338 MiB, 102.01 W
2026/08/27 20:37:18.086, 2, 99 %, 13 %, 35342 MiB, 174.26 W
2026/08/27 20:37:23.086, 0, 95 %, 20 %, 35351 MiB, 163.32 W
2026/08/27 20:37:23.086, 1, 100 %, 21 %, 35338 MiB, 153.22 W
2026/08/27 20:37:23.086, 2, 100 %, 22 %, 35342 MiB, 88.82 W
2026/08/27 20:37:28.086, 0, 100 %, 24 %, 35351 MiB, 156.99 W
2026/08/27 20:37:28.087, 1, 100 %, 22 %, 35338 MiB, 86.64 W
2026/08/27 20:37:28.087, 2, 100 %, 19 %, 35342 MiB, 181.67 W
2026/08/27 20:37:33.087, 0, 100 %, 23 %, 35351 MiB, 210.03 W
2026/08/27 20:37:33.088, 1, 100 %, 23 %, 35338 MiB, 123.22 W
2026/08/27 20:37:33.088, 2, 100 %, 19 %, 35342 MiB, 129.51 W
2026/08/27 20:37:38.088, 0, 99 %, 5 %, 35351 MiB, 74.87 W
2026/08/27 20:37:38.088, 1, 100 %, 4 %, 35338 MiB, 72.07 W
2026/08/27 20:37:38.088, 2, 99 %, 4 %, 35342 MiB, 76.25 W
2026/08/27 20:37:43.097, 0, 100 %, 2 %, 35351 MiB, 74.55 W
2026/08/27 20:37:43.098, 1, 100 %, 2 %, 35338 MiB, 71.72 W
2026/08/27 20:37:43.098, 2, 100 %, 1 %, 35342 MiB, 76.10 W
2026/08/27 20:37:48.098, 0, 100 %, 0 %, 35351 MiB, 74.55 W
2026/08/27 20:37:48.098, 1, 100 %, 1 %, 35338 MiB, 71.82 W
2026/08/27 20:37:48.098, 2, 100 %, 1 %, 35342 MiB, 76.51 W
2026/08/27 20:37:53.099, 0, 0 %, 0 %, 35351 MiB, 38.90 W
2026/08/27 20:37:53.099, 1, 0 %, 0 %, 35338 MiB, 38.09 W
2026/08/27 20:37:53.099, 2, 0 %, 0 %, 35342 MiB, 39.34 W
2026/08/27 20:37:58.100, 0, 4 %, 0 %, 35351 MiB, 38.40 W
2026/08/27 20:37:58.100, 1, 0 %, 0 %, 35338 MiB, 37.98 W
2026/08/27 20:37:58.100, 2, 0 %, 0 %, 35342 MiB, 39.01 W
2026/08/27 20:38:03.101, 0, 4 %, 0 %, 35351 MiB, 38.49 W
2026/08/27 20:38:03.101, 1, 0 %, 0 %, 35338 MiB, 39.83 W
2026/08/27 20:38:03.101, 2, 0 %, 0 %, 35342 MiB, 39.21 W
2026/08/27 20:38:08.101, 0, 0 %, 0 %, 35351 MiB, 38.19 W
2026/08/27 20:38:08.102, 1, 4 %, 0 %, 35338 MiB, 40.93 W
2026/08/27 20:38:08.102, 2, 0 %, 0 %, 35342 MiB, 38.72 W
2026/08/27 20:38:13.102, 0, 23 %, 0 %, 35351 MiB, 38.08 W
2026/08/27 20:38:13.102, 1, 0 %, 0 %, 35338 MiB, 37.70 W
2026/08/27 20:38:13.102, 2, 4 %, 0 %, 35342 MiB, 38.64 W
2026/08/27 20:38:18.103, 0, 6 %, 0 %, 35351 MiB, 39.55 W
2026/08/27 20:38:18.103, 1, 0 %, 0 %, 35338 MiB, 38.28 W
2026/08/27 20:38:18.104, 2, 12 %, 0 %, 35342 MiB, 42.49 W
2026/08/27 20:38:23.104, 0, 0 %, 0 %, 35351 MiB, 37.99 W
2026/08/27 20:38:23.104, 1, 0 %, 0 %, 35338 MiB, 37.38 W
2026/08/27 20:38:23.104, 2, 3 %, 0 %, 35342 MiB, 42.51 W
2026/08/27 20:38:28.104, 0, 0 %, 0 %, 35351 MiB, 38.00 W
2026/08/27 20:38:28.104, 1, 0 %, 0 %, 35338 MiB, 38.06 W
2026/08/27 20:38:28.105, 2, 4 %, 0 %, 35342 MiB, 38.42 W
2026/08/27 20:38:33.105, 0, 0 %, 0 %, 35351 MiB, 38.27 W
2026/08/27 20:38:33.105, 1, 12 %, 0 %, 35338 MiB, 37.19 W
2026/08/27 20:38:33.105, 2, 0 %, 0 %, 35342 MiB, 38.33 W
2026/08/27 20:38:38.106, 0, 0 %, 0 %, 35351 MiB, 37.90 W
2026/08/27 20:38:38.106, 1, 12 %, 0 %, 35338 MiB, 37.37 W
2026/08/27 20:38:38.106, 2, 5 %, 0 %, 35342 MiB, 42.00 W
2026/08/27 20:38:43.107, 0, 0 %, 0 %, 35351 MiB, 38.70 W
2026/08/27 20:38:43.107, 1, 6 %, 0 %, 35338 MiB, 37.18 W
2026/08/27 20:38:43.108, 2, 3 %, 0 %, 35342 MiB, 38.25 W
2026/08/27 20:38:48.109, 0, 0 %, 0 %, 35351 MiB, 38.98 W
2026/08/27 20:38:48.109, 1, 0 %, 0 %, 35338 MiB, 38.74 W
2026/08/27 20:38:48.109, 2, 5 %, 0 %, 35342 MiB, 107.58 W
2026/08/27 20:38:53.111, 0, 0 %, 0 %, 35351 MiB, 37.50 W
2026/08/27 20:38:53.111, 1, 5 %, 0 %, 35338 MiB, 37.26 W
2026/08/27 20:38:53.111, 2, 0 %, 0 %, 35342 MiB, 44.49 W
2026/08/27 20:38:58.112, 0, 0 %, 0 %, 35351 MiB, 37.59 W
2026/08/27 20:38:58.112, 1, 0 %, 0 %, 35338 MiB, 37.09 W
2026/08/27 20:38:58.112, 2, 0 %, 0 %, 35342 MiB, 39.82 W
2026/08/27 20:39:03.112, 0, 0 %, 0 %, 35351 MiB, 37.50 W
2026/08/27 20:39:03.113, 1, 4 %, 0 %, 35338 MiB, 36.99 W
2026/08/27 20:39:03.113, 2, 5 %, 0 %, 35342 MiB, 38.23 W
2026/08/27 20:39:08.113, 0, 0 %, 0 %, 35351 MiB, 58.22 W
2026/08/27 20:39:08.113, 1, 0 %, 0 %, 35338 MiB, 36.97 W
2026/08/27 20:39:08.113, 2, 9 %, 0 %, 35342 MiB, 38.14 W
2026/08/27 20:39:13.114, 0, 5 %, 0 %, 35351 MiB, 37.50 W
2026/08/27 20:39:13.114, 1, 2 %, 0 %, 35338 MiB, 48.30 W
2026/08/27 20:39:13.114, 2, 4 %, 0 %, 35342 MiB, 46.14 W
2026/08/27 20:39:18.115, 0, 5 %, 0 %, 35351 MiB, 37.51 W
2026/08/27 20:39:18.116, 1, 4 %, 0 %, 35338 MiB, 37.37 W
2026/08/27 20:39:18.116, 2, 0 %, 0 %, 35342 MiB, 37.95 W
2026/08/27 20:39:23.116, 0, 0 %, 0 %, 35351 MiB, 37.50 W
2026/08/27 20:39:23.116, 1, 5 %, 0 %, 35338 MiB, 36.99 W
2026/08/27 20:39:23.116, 2, 6 %, 0 %, 35342 MiB, 44.78 W
2026/08/27 20:39:28.117, 0, 0 %, 0 %, 35351 MiB, 37.30 W
2026/08/27 20:39:28.117, 1, 0 %, 0 %, 35338 MiB, 36.78 W
2026/08/27 20:39:28.117, 2, 5 %, 0 %, 35342 MiB, 38.13 W
2026/08/27 20:39:33.117, 0, 0 %, 0 %, 35351 MiB, 37.68 W
2026/08/27 20:39:33.118, 1, 0 %, 0 %, 35338 MiB, 37.27 W
2026/08/27 20:39:33.118, 2, 4 %, 0 %, 35342 MiB, 42.37 W
2026/08/27 20:39:38.118, 0, 0 %, 0 %, 35351 MiB, 37.60 W
2026/08/27 20:39:38.118, 1, 0 %, 0 %, 35338 MiB, 36.79 W
2026/08/27 20:39:38.118, 2, 4 %, 0 %, 35342 MiB, 37.85 W
2026/08/27 20:39:43.119, 0, 13 %, 6 %, 35351 MiB, 37.50 W
2026/08/27 20:39:43.119, 1, 0 %, 0 %, 35338 MiB, 36.88 W
2026/08/27 20:39:43.119, 2, 5 %, 0 %, 35342 MiB, 47.05 W
2026/08/27 20:39:48.119, 0, 0 %, 0 %, 35351 MiB, 37.49 W
2026/08/27 20:39:48.119, 1, 0 %, 0 %, 35338 MiB, 36.79 W
2026/08/27 20:39:48.119, 2, 10 %, 4 %, 35342 MiB, 47.46 W
2026/08/27 20:39:53.120, 0, 11 %, 0 %, 35351 MiB, 39.17 W
2026/08/27 20:39:53.120, 1, 3 %, 0 %, 35338 MiB, 37.27 W
2026/08/27 20:39:53.120, 2, 3 %, 0 %, 35342 MiB, 37.93 W
2026/08/27 20:39:58.130, 0, 0 %, 0 %, 35351 MiB, 48.25 W
2026/08/27 20:39:58.131, 1, 10 %, 0 %, 35338 MiB, 36.67 W
2026/08/27 20:39:58.131, 2, 37 %, 5 %, 35342 MiB, 37.73 W
2026/08/27 20:40:03.131, 0, 14 %, 0 %, 35351 MiB, 37.29 W
2026/08/27 20:40:03.131, 1, 0 %, 0 %, 35338 MiB, 36.79 W
2026/08/27 20:40:03.131, 2, 8 %, 0 %, 35342 MiB, 39.34 W
2026/08/27 20:40:08.131, 0, 4 %, 0 %, 35351 MiB, 38.61 W
2026/08/27 20:40:08.132, 1, 11 %, 0 %, 35338 MiB, 36.79 W
2026/08/27 20:40:08.132, 2, 0 %, 0 %, 35342 MiB, 38.45 W
2026/08/27 20:40:13.132, 0, 0 %, 0 %, 35351 MiB, 37.22 W
2026/08/27 20:40:13.132, 1, 0 %, 0 %, 35338 MiB, 40.84 W
2026/08/27 20:40:13.132, 2, 11 %, 0 %, 35342 MiB, 37.85 W
2026/08/27 20:40:18.140, 0, 1 %, 0 %, 35351 MiB, 39.58 W
2026/08/27 20:40:18.140, 1, 0 %, 0 %, 35338 MiB, 36.79 W
2026/08/27 20:40:18.140, 2, 0 %, 0 %, 35342 MiB, 38.03 W
2026/08/27 20:40:23.141, 0, 0 %, 0 %, 35351 MiB, 37.22 W
2026/08/27 20:40:23.141, 1, 0 %, 0 %, 35338 MiB, 36.79 W
2026/08/27 20:40:23.141, 2, 0 %, 0 %, 35342 MiB, 38.04 W
2026/08/27 20:40:28.141, 0, 0 %, 0 %, 35351 MiB, 39.39 W
2026/08/27 20:40:28.142, 1, 0 %, 0 %, 35338 MiB, 37.00 W
2026/08/27 20:40:28.142, 2, 0 %, 0 %, 35342 MiB, 37.95 W
2026/08/27 20:40:33.142, 0, 0 %, 0 %, 35351 MiB, 37.24 W
2026/08/27 20:40:33.142, 1, 0 %, 0 %, 35338 MiB, 36.60 W
2026/08/27 20:40:33.142, 2, 0 %, 0 %, 35342 MiB, 37.97 W
2026/08/27 20:40:38.148, 0, 100 %, 20 %, 35351 MiB, 105.81 W
2026/08/27 20:40:38.149, 1, 100 %, 17 %, 35338 MiB, 143.36 W
